2024-01-31 19:45:50	RESIZE [153, 47]

2024-01-31 19:47:26	RESIZE [153, 47]

2024-01-31 19:48:55	RESIZE [153, 47]

2024-01-31 19:49:02	RESIZE [152, 47]

2024-01-31 19:49:09	RESIZE [211, 47]

2024-01-31 19:49:11	RESIZE [152, 47]

2024-01-31 19:49:15	RESIZE [151, 47]

2024-01-31 19:49:15	RESIZE [150, 47]

2024-01-31 19:49:15	RESIZE [149, 47]

2024-01-31 19:49:16	RESIZE [150, 47]

2024-01-31 19:49:16	RESIZE [151, 47]

2024-01-31 19:49:16	RESIZE [152, 47]

2024-01-31 19:49:16	RESIZE [153, 47]

2024-01-31 19:49:16	RESIZE [154, 47]

2024-01-31 19:49:16	RESIZE [155, 47]

2024-01-31 19:49:16	RESIZE [156, 47]

2024-01-31 19:49:16	RESIZE [159, 47]

2024-01-31 19:49:17	RESIZE [158, 47]

2024-01-31 19:49:17	RESIZE [157, 47]

2024-01-31 19:49:17	RESIZE [156, 47]

2024-01-31 19:49:17	RESIZE [155, 47]

2024-01-31 19:49:17	RESIZE [154, 47]

2024-01-31 19:49:17	RESIZE [153, 47]

2024-01-31 19:49:17	RESIZE [152, 47]

2024-01-31 19:49:17	RESIZE [151, 47]

2024-01-31 19:49:17	RESIZE [150, 47]

2024-01-31 19:49:17	RESIZE [149, 47]

2024-01-31 19:49:17	RESIZE [147, 47]

2024-01-31 19:49:17	RESIZE [146, 47]

2024-01-31 19:49:17	RESIZE [145, 47]

2024-01-31 19:49:17	RESIZE [143, 47]

2024-01-31 19:49:17	RESIZE [142, 47]

2024-01-31 19:49:17	RESIZE [141, 47]

2024-01-31 19:49:17	RESIZE [140, 47]

2024-01-31 19:49:17	RESIZE [138, 47]

2024-01-31 19:49:17	RESIZE [137, 47]

2024-01-31 19:49:17	RESIZE [136, 47]

2024-01-31 19:49:17	RESIZE [134, 47]

2024-01-31 19:49:17	RESIZE [131, 47]

2024-01-31 19:49:17	RESIZE [128, 47]

2024-01-31 19:49:17	RESIZE [127, 47]

2024-01-31 19:49:18	RESIZE [126, 47]

2024-01-31 19:49:22	RESIZE [125, 47]

2024-01-31 19:49:22	RESIZE [124, 47]

2024-01-31 19:49:22	RESIZE [123, 47]

2024-01-31 19:49:22	RESIZE [122, 47]

2024-01-31 19:49:23	RESIZE [123, 47]

2024-01-31 19:49:23	RESIZE [124, 47]

2024-01-31 19:49:23	RESIZE [125, 47]

2024-01-31 19:49:23	RESIZE [126, 47]

2024-01-31 19:49:25	RESIZE [127, 47]

2024-01-31 19:49:27	RESIZE [128, 47]

2024-01-31 19:49:27	RESIZE [129, 47]

2024-01-31 19:49:27	RESIZE [130, 47]

2024-01-31 19:49:27	RESIZE [131, 47]

2024-01-31 19:49:27	RESIZE [132, 47]

2024-01-31 19:49:27	RESIZE [133, 47]

2024-01-31 19:49:27	RESIZE [134, 47]

2024-01-31 19:49:27	RESIZE [135, 47]

2024-01-31 19:49:27	RESIZE [136, 47]

2024-01-31 19:49:27	RESIZE [137, 47]

2024-01-31 19:49:27	RESIZE [138, 47]

2024-01-31 19:49:28	RESIZE [139, 47]

2024-01-31 19:49:29	RESIZE [140, 47]

2024-01-31 19:49:29	RESIZE [141, 47]

2024-01-31 19:49:29	RESIZE [142, 47]

2024-01-31 19:49:29	RESIZE [143, 47]

2024-01-31 19:49:29	RESIZE [144, 47]

2024-01-31 19:49:29	RESIZE [145, 47]

2024-01-31 19:49:29	RESIZE [147, 47]

2024-01-31 19:49:29	RESIZE [148, 47]

2024-01-31 19:49:29	RESIZE [150, 47]

2024-01-31 19:49:29	RESIZE [151, 47]

2024-01-31 19:49:29	RESIZE [153, 47]

2024-01-31 19:49:29	RESIZE [155, 47]

2024-01-31 19:49:29	RESIZE [158, 47]

2024-01-31 19:49:29	RESIZE [159, 47]

2024-01-31 19:49:29	RESIZE [160, 47]

2024-01-31 19:49:29	RESIZE [161, 47]

2024-01-31 19:49:29	RESIZE [163, 47]

2024-01-31 19:49:29	RESIZE [165, 47]

2024-01-31 19:49:37	RESIZE [166, 47]

2024-01-31 19:49:37	RESIZE [167, 47]

2024-01-31 19:49:37	RESIZE [168, 47]

2024-01-31 19:49:37	RESIZE [169, 47]

2024-01-31 19:49:37	RESIZE [170, 47]

2024-01-31 19:49:37	RESIZE [171, 47]

2024-01-31 19:49:37	RESIZE [173, 47]

2024-01-31 19:49:37	RESIZE [176, 47]

2024-01-31 19:49:37	RESIZE [179, 47]

2024-01-31 19:49:37	RESIZE [177, 47]

2024-01-31 19:49:37	RESIZE [176, 47]

2024-01-31 19:49:37	RESIZE [174, 47]

2024-01-31 19:49:37	RESIZE [171, 47]

2024-01-31 19:49:37	RESIZE [166, 47]

2024-01-31 19:49:37	RESIZE [162, 47]

2024-01-31 19:49:37	RESIZE [154, 47]

2024-01-31 19:49:37	RESIZE [150, 47]

2024-01-31 19:49:37	RESIZE [143, 47]

2024-01-31 19:49:37	RESIZE [139, 47]

2024-01-31 19:49:37	RESIZE [132, 47]

2024-01-31 19:49:37	RESIZE [123, 47]

2024-01-31 19:49:37	RESIZE [119, 47]

2024-01-31 19:49:37	RESIZE [114, 47]

2024-01-31 19:49:38	RESIZE [113, 47]

2024-01-31 19:49:38	RESIZE [110, 47]

2024-01-31 19:49:38	RESIZE [108, 47]

2024-01-31 19:49:42	RESIZE [108, 46]

2024-01-31 19:49:42	RESIZE [108, 45]

2024-01-31 19:49:43	RESIZE [108, 44]

2024-01-31 19:49:43	RESIZE [108, 43]

2024-01-31 19:49:43	RESIZE [108, 42]

2024-01-31 19:49:43	RESIZE [108, 41]

2024-01-31 19:49:43	RESIZE [108, 40]

2024-01-31 19:49:43	RESIZE [108, 39]

2024-01-31 19:49:43	RESIZE [108, 38]

2024-01-31 19:49:48	RESIZE [109, 38]

2024-01-31 19:49:48	RESIZE [111, 39]

2024-01-31 19:49:48	RESIZE [113, 39]

2024-01-31 19:49:48	RESIZE [114, 40]

2024-01-31 19:49:48	RESIZE [115, 40]

2024-01-31 19:49:49	RESIZE [116, 40]

2024-01-31 19:49:49	RESIZE [118, 40]

2024-01-31 19:49:49	RESIZE [120, 40]

2024-01-31 19:49:49	RESIZE [121, 40]

2024-01-31 19:49:49	RESIZE [121, 39]

2024-01-31 19:49:49	RESIZE [122, 38]

2024-01-31 19:49:49	RESIZE [121, 38]

2024-01-31 19:49:50	RESIZE [121, 39]

2024-01-31 19:49:51	RESIZE [122, 39]

2024-01-31 19:49:51	RESIZE [122, 40]

2024-01-31 19:49:52	RESIZE [123, 40]

